cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,gndr16,gndr17,gndr18,yrbrn,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,yrbrn16,yrbrn17,yrbrn18,rship2,rshipa2,rship3,rshipa3,rship4,rshipa4,rship5,rshipa5,rship6,rshipa6,rship7,rshipa7,rship8,rshipa8,rship9,rshipa9,rship10,rshipa10,rship11,rshipa11,rship12,rshipa12,rship13,rshipa13,rship14,rshipa14,rship15,rshipa15,rship16,rshipa16,rship17,rshipa17,rship18,rshipa18
FI,ESS1-7e01,1,08.12.2016,128289,ESS7e02_1,7,2.1,10889,1,1.822301966,0.218315716,4,1,2,2,2,6,6,6,6,6,6,6,6,6,,,,,,1965,49,1975,2000,2002,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128290,ESS7e02_1,7,2.1,10890,1,0.85764186,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1946,68,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128291,ESS7e02_1,7,2.1,10892,1,1.337927781,0.218315716,7,2,1,2,1,1,1,1,6,6,6,6,6,6,,,,,,1984,30,1990,2002,2007,2010,2012,2014,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128292,ESS7e02_1,7,2.1,10893,1,0.85764186,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1951,63,1950,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128293,ESS7e02_1,7,2.1,10894,1,0.85754549,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1963,51,1959,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128294,ESS7e02_1,7,2.1,10897,1,0.85754549,0.218315716,4,2,1,1,1,6,6,6,6,6,6,6,6,6,,,,,,1968,46,1993,2002,2004,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,2,2,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128295,ESS7e02_1,7,2.1,10898,1,0.820961742,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1955,59,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128296,ESS7e02_1,7,2.1,10899,1,1.04886476,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1950,64,1948,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128297,ESS7e02_1,7,2.1,10900,1,0.848411279,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1952,62,1953,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128298,ESS7e02_1,7,2.1,10901,1,0.960236462,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1946,68,1944,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128299,ESS7e02_1,7,2.1,10902,1,0.85764186,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1949,65,1955,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128300,ESS7e02_1,7,2.1,10905,1,0.746935209,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1927,87,1931,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128301,ESS7e02_1,7,2.1,10908,1,0.901536839,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1934,81,1946,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128302,ESS7e02_1,7,2.1,10909,1,0.893473308,0.218315716,4,1,2,1,1,6,6,6,6,6,6,6,6,6,,,,,,1974,40,1972,1996,2009,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128303,ESS7e02_1,7,2.1,10910,1,0.770776036,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1957,57,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128304,ESS7e02_1,7,2.1,10912,1,0.893473308,0.218315716,3,1,2,1,6,6,6,6,6,6,6,6,6,6,,,,,,1968,46,1969,2002,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128305,ESS7e02_1,7,2.1,10913,1,0.85764186,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1934,80,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128306,ESS7e02_1,7,2.1,10914,1,1.337927781,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1995,19,1995,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128307,ESS7e02_1,7,2.1,10915,1,1.067304685,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1963,51,1959,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128308,ESS7e02_1,7,2.1,10917,1,0.901536839,0.218315716,4,2,1,2,2,6,6,6,6,6,6,6,6,6,,,,,,1941,73,1962,1963,1990,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,4,5,2,2,4,5,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128309,ESS7e02_1,7,2.1,10919,1,0.85764186,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1953,61,1957,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128310,ESS7e02_1,7,2.1,10921,1,0.804224285,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1947,67,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128311,ESS7e02_1,7,2.1,10922,1,0.746935209,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1954,60,1957,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128312,ESS7e02_1,7,2.1,10925,1,0.700638729,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1948,66,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128313,ESS7e02_1,7,2.1,10930,1,1.254595959,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1994,21,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128314,ESS7e02_1,7,2.1,10932,1,1.126072068,0.218315716,3,1,2,1,6,6,6,6,6,6,6,6,6,6,,,,,,1968,46,1940,1941,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,3,3,3,3,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128315,ESS7e02_1,7,2.1,10934,1,0.804133917,0.218315716,5,2,1,1,2,1,6,6,6,6,6,6,6,6,,,,,,1977,37,1977,2001,2003,2011,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128316,ESS7e02_1,7,2.1,10940,1,0.700638729,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1947,67,1946,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128317,ESS7e02_1,7,2.1,10941,1,0.804224285,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1932,82,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128318,ESS7e02_1,7,2.1,10942,1,0.828814715,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1982,32,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128319,ESS7e02_1,7,2.1,10943,1,0.804133917,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1964,50,1959,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128320,ESS7e02_1,7,2.1,10949,1,0.804224285,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1951,63,1946,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128321,ESS7e02_1,7,2.1,10950,1,1.043621713,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1982,32,1977,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128322,ESS7e02_1,7,2.1,10951,1,0.804133917,0.218315716,3,2,1,2,6,6,6,6,6,6,6,6,6,6,,,,,,1963,51,1960,1996,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128323,ESS7e02_1,7,2.1,10952,1,1.043621713,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1988,26,1985,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128324,ESS7e02_1,7,2.1,10954,1,0.828814715,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1988,26,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128325,ESS7e02_1,7,2.1,10955,1,1.128174287,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1993,21,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128326,ESS7e02_1,7,2.1,10957,1,0.722768833,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1950,64,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128327,ESS7e02_1,7,2.1,10960,1,0.722768833,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1938,76,1940,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128328,ESS7e02_1,7,2.1,10961,1,0.804224285,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1951,63,1948,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128329,ESS7e02_1,7,2.1,10962,1,0.804133917,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1965,49,1971,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128330,ESS7e02_1,7,2.1,10965,1,1.254595959,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1990,24,1990,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128331,ESS7e02_1,7,2.1,10968,1,0.722768833,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1958,57,1962,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128332,ESS7e02_1,7,2.1,10970,1,0.804133917,0.218315716,5,2,1,1,1,1,6,6,6,6,6,6,6,6,,,,,,1968,47,1962,1996,1998,2004,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128333,ESS7e02_1,7,2.1,10971,1,0.837823997,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1978,36,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128334,ESS7e02_1,7,2.1,10972,1,0.804133917,0.218315716,4,2,1,2,2,6,6,6,6,6,6,6,6,6,,,,,,1975,39,1974,2006,2010,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128335,ESS7e02_1,7,2.1,10974,1,0.804133917,0.218315716,3,2,1,2,6,6,6,6,6,6,6,6,6,6,,,,,,1964,50,1962,1995,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128336,ESS7e02_1,7,2.1,10976,1,1.128174287,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1993,21,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128337,ESS7e02_1,7,2.1,10977,1,0.837823997,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1961,53,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128338,ESS7e02_1,7,2.1,10981,1,0.804224285,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1938,76,1936,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128339,ESS7e02_1,7,2.1,10982,1,1.128174287,0.218315716,3,1,2,2,6,6,6,6,6,6,6,6,6,6,,,,,,1992,22,1994,2014,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128340,ESS7e02_1,7,2.1,10985,1,1.126072068,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1961,53,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128341,ESS7e02_1,7,2.1,10986,1,0.804224285,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1932,82,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128342,ESS7e02_1,7,2.1,10987,1,0.746935209,0.218315716,4,1,2,2,2,6,6,6,6,6,6,6,6,6,,,,,,1959,55,1964,1997,2002,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128343,ESS7e02_1,7,2.1,10988,1,0.923413016,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1945,69,1952,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128344,ESS7e02_1,7,2.1,10989,1,0.700638729,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1941,73,1931,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128345,ESS7e02_1,7,2.1,10991,1,0.722768833,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1930,84,1939,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128346,ESS7e02_1,7,2.1,10993,1,0.837823997,0.218315716,3,1,2,2,6,6,6,6,6,6,6,6,6,6,,,,,,1968,46,1978,2010,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128347,ESS7e02_1,7,2.1,10994,1,0.845385298,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1957,58,1957,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128348,ESS7e02_1,7,2.1,10995,1,0.804133917,0.218315716,4,2,1,2,1,6,6,6,6,6,6,6,6,6,,,,,,1972,42,1969,2004,2006,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128349,ESS7e02_1,7,2.1,10996,1,0.804133917,0.218315716,4,2,1,1,2,6,6,6,6,6,6,6,6,6,,,,,,1976,38,1974,2009,2011,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128350,ESS7e02_1,7,2.1,10998,1,0.837823997,0.218315716,4,1,2,1,2,6,6,6,6,6,6,6,6,6,,,,,,1970,44,1970,2005,2005,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128351,ESS7e02_1,7,2.1,11002,1,1.330329011,0.218315716,4,2,1,1,1,6,6,6,6,6,6,6,6,6,,,,,,1994,20,1988,2012,2013,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128352,ESS7e02_1,7,2.1,11003,1,0.746935209,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1945,69,1945,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128353,ESS7e02_1,7,2.1,11004,1,0.722768833,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1946,68,1946,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128354,ESS7e02_1,7,2.1,11005,1,0.804133917,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1964,51,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128355,ESS7e02_1,7,2.1,11008,1,1.128174287,0.218315716,3,1,2,2,6,6,6,6,6,6,6,6,6,6,,,,,,1982,32,1989,2014,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128356,ESS7e02_1,7,2.1,11013,1,0.746935209,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1956,59,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128357,ESS7e02_1,7,2.1,11014,1,0.804224285,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1941,73,1951,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128358,ESS7e02_1,7,2.1,11017,1,0.951647909,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1969,45,1974,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
