cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,gndr16,gndr17,gndr18,yrbrn,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,yrbrn16,yrbrn17,yrbrn18,rship2,rshipa2,rship3,rshipa3,rship4,rshipa4,rship5,rshipa5,rship6,rshipa6,rship7,rshipa7,rship8,rshipa8,rship9,rshipa9,rship10,rshipa10,rship11,rshipa11,rship12,rshipa12,rship13,rshipa13,rship14,rshipa14,rship15,rshipa15,rship16,rshipa16,rship17,rshipa17,rship18,rshipa18
FI,ESS1-7e01,1,08.12.2016,128807,ESS7e02_1,7,2.1,11698,1,0.85754549,0.218315716,4,2,1,2,2,6,6,6,6,6,6,6,6,6,,,,,,1969,45,1969,2003,2005,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128808,ESS7e02_1,7,2.1,11699,1,0.85764186,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1937,77,1935,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128809,ESS7e02_1,7,2.1,11700,1,0.85764186,0.218315716,3,1,2,1,6,6,6,6,6,6,6,6,6,6,,,,,,1933,81,1946,1981,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,5,6,4,5,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128810,ESS7e02_1,7,2.1,11701,1,0.848411279,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1939,75,1946,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128811,ESS7e02_1,7,2.1,11702,1,0.913380809,0.218315716,4,2,1,2,2,6,6,6,6,6,6,6,6,6,,,,,,1969,45,1967,2000,2002,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128812,ESS7e02_1,7,2.1,11707,1,1.1854046,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1987,27,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128813,ESS7e02_1,7,2.1,11708,1,0.913483454,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1941,73,1941,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128814,ESS7e02_1,7,2.1,11710,1,1.425041088,0.218315716,4,2,1,1,2,6,6,6,6,6,6,6,6,6,,,,,,1980,34,1977,2011,2013,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128815,ESS7e02_1,7,2.1,11712,1,0.960236462,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1951,63,1953,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128816,ESS7e02_1,7,2.1,11713,1,1.279056379,0.218315716,4,1,2,2,1,6,6,6,6,6,6,6,6,6,,,,,,1979,35,1981,2007,2009,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128817,ESS7e02_1,7,2.1,11717,1,1.279056379,0.218315716,5,1,2,1,2,1,6,6,6,6,6,6,6,6,,,,,,1978,36,1982,2010,2013,2013,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128818,ESS7e02_1,7,2.1,11718,1,1.21230506,0.218315716,4,2,1,2,1,6,6,6,6,6,6,6,6,6,,,,,,1963,51,1961,1996,2000,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128819,ESS7e02_1,7,2.1,11719,1,1.21230506,0.218315716,3,2,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1966,49,1966,1996,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128820,ESS7e02_1,7,2.1,11720,1,1.425041088,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1990,24,1982,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128821,ESS7e02_1,7,2.1,11721,1,1.281444199,0.218315716,4,1,1,2,1,6,6,6,6,6,6,6,6,6,,,,,,1992,22,1947,1953,1994,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,3,3,3,3,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128822,ESS7e02_1,7,2.1,11722,1,1.21230506,0.218315716,2,2,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1973,41,2010,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128823,ESS7e02_1,7,2.1,11723,1,1.708801264,0.218315716,7,1,1,2,1,1,1,2,6,6,6,6,6,6,,,,,,1971,43,2007,2009,2010,2011,2013,1974,6666,6666,6666,6666,6666,6666,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128824,ESS7e02_1,7,2.1,11724,1,1.256405132,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1994,20,1992,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128825,ESS7e02_1,7,2.1,11725,1,1.04886476,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1942,72,1939,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128826,ESS7e02_1,7,2.1,11726,1,1.04886476,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1930,84,1930,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128827,ESS7e02_1,7,2.1,11727,1,0.820961742,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1950,64,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128828,ESS7e02_1,7,2.1,11728,1,1.268208387,0.218315716,4,1,2,1,1,6,6,6,6,6,6,6,6,6,,,,,,1996,18,1968,1966,1999,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,3,3,3,3,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128829,ESS7e02_1,7,2.1,11730,1,0.848411279,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1950,64,1950,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128830,ESS7e02_1,7,2.1,11731,1,0.795825118,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1940,74,1939,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128831,ESS7e02_1,7,2.1,11732,1,1.04886476,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1942,72,1941,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128832,ESS7e02_1,7,2.1,11737,1,1.1854046,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1981,33,1983,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128833,ESS7e02_1,7,2.1,11738,1,0.820961742,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1948,66,1950,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128834,ESS7e02_1,7,2.1,11739,1,1.279056379,0.218315716,4,1,2,1,2,6,6,6,6,6,6,6,6,6,,,,,,1966,48,1967,1999,2001,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128835,ESS7e02_1,7,2.1,11740,1,0.960236462,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1936,78,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128836,ESS7e02_1,7,2.1,11742,1,1.279056379,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1970,44,1973,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128837,ESS7e02_1,7,2.1,11743,1,0.913380809,0.218315716,5,2,1,2,2,2,6,6,6,6,6,6,6,6,,,,,,1977,37,1977,2006,2008,2011,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128838,ESS7e02_1,7,2.1,11744,1,1.425041088,0.218315716,3,2,1,2,6,6,6,6,6,6,6,6,6,6,,,,,,1982,32,1976,2014,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128839,ESS7e02_1,7,2.1,11748,1,1.21230506,0.218315716,4,2,1,1,1,6,6,6,6,6,6,6,6,6,,,,,,1973,41,1976,2003,2005,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128840,ESS7e02_1,7,2.1,11749,1,1.04886476,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1931,83,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128841,ESS7e02_1,7,2.1,11751,1,1.440502854,0.218315716,4,1,2,1,1,6,6,6,6,6,6,6,6,6,,,,,,1998,16,1968,1972,2000,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,3,3,3,3,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128842,ESS7e02_1,7,2.1,11752,1,1.279056379,0.218315716,3,1,2,2,6,6,6,6,6,6,6,6,6,6,,,,,,1968,46,1967,1999,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128843,ESS7e02_1,7,2.1,11753,1,1.04886476,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1933,81,1928,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128844,ESS7e02_1,7,2.1,11754,1,0.960236462,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1946,68,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128845,ESS7e02_1,7,2.1,11756,1,1.04886476,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1945,69,1949,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128846,ESS7e02_1,7,2.1,11758,1,0.913380809,0.218315716,4,2,1,1,1,6,6,6,6,6,6,6,6,6,,,,,,1969,45,1966,2006,2009,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128847,ESS7e02_1,7,2.1,11759,1,1.511062974,0.218315716,2,2,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1998,16,1971,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,3,3,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128848,ESS7e02_1,7,2.1,11760,1,0.770776036,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1952,62,1959,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128849,ESS7e02_1,7,2.1,11762,1,0.901536839,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1959,55,1960,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128850,ESS7e02_1,7,2.1,11763,1,1.21230506,0.218315716,3,2,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1970,44,1974,1999,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128851,ESS7e02_1,7,2.1,11764,1,1.279056379,0.218315716,3,1,2,1,6,6,6,6,6,6,6,6,6,6,,,,,,1973,41,1978,2004,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128852,ESS7e02_1,7,2.1,11767,1,0.820961742,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1933,81,1936,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128853,ESS7e02_1,7,2.1,11769,1,0.913380809,0.218315716,4,2,1,2,1,6,6,6,6,6,6,6,6,6,,,,,,1973,41,1976,2010,2012,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128854,ESS7e02_1,7,2.1,11771,1,0.845385298,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1940,74,1945,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128855,ESS7e02_1,7,2.1,11772,1,1.128174287,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1993,21,1994,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128856,ESS7e02_1,7,2.1,11773,1,1.04886476,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1940,74,1923,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128857,ESS7e02_1,7,2.1,11774,1,0.770776036,0.218315716,4,1,2,2,2,6,6,6,6,6,6,6,6,6,,,,,,1948,66,1981,2002,2004,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128858,ESS7e02_1,7,2.1,11775,1,0.770776036,0.218315716,1,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1939,75,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128859,ESS7e02_1,7,2.1,11776,1,0.747176023,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1942,72,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128860,ESS7e02_1,7,2.1,11780,1,0.747176023,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1941,73,1930,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128861,ESS7e02_1,7,2.1,11781,1,1.352444363,0.218315716,4,1,1,2,2,6,6,6,6,6,6,6,6,6,,,,,,1996,18,1964,1965,1999,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,3,3,3,3,4,4,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128862,ESS7e02_1,7,2.1,11782,1,0.85764186,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1941,73,1941,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128863,ESS7e02_1,7,2.1,11788,1,0.901536839,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1946,68,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128864,ESS7e02_1,7,2.1,11789,1,0.747176023,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1946,68,1944,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128865,ESS7e02_1,7,2.1,11790,1,1.337927781,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1982,32,1979,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128866,ESS7e02_1,7,2.1,11791,1,0.893473308,0.218315716,3,1,2,2,6,6,6,6,6,6,6,6,6,6,,,,,,1965,49,1965,2006,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128867,ESS7e02_1,7,2.1,11792,1,0.984747255,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1930,84,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128868,ESS7e02_1,7,2.1,11793,1,1.203109024,0.218315716,3,1,1,2,6,6,6,6,6,6,6,6,6,6,,,,,,1993,21,1951,1953,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,3,3,3,3,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128869,ESS7e02_1,7,2.1,11795,1,1.138196387,0.218315716,3,2,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1969,45,1966,1994,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128870,ESS7e02_1,7,2.1,11796,1,1.337927781,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1982,32,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128871,ESS7e02_1,7,2.1,11799,1,0.901536839,0.218315716,2,2,1,6,6,6,6,6,6,6,6,6,6,6,,,,,,1952,62,1951,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128872,ESS7e02_1,7,2.1,11801,1,0.747176023,0.218315716,3,2,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1957,57,1959,1995,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128873,ESS7e02_1,7,2.1,11802,1,0.770776036,0.218315716,2,1,2,6,6,6,6,6,6,6,6,6,6,6,,,,,,1950,64,1954,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128874,ESS7e02_1,7,2.1,11804,1,0.747176023,0.218315716,3,2,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1957,57,1952,1994,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,1,1,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128875,ESS7e02_1,7,2.1,11809,1,1.256405132,0.218315716,1,2,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,1993,21,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
FI,ESS1-7e01,1,08.12.2016,128876,ESS7e02_1,7,2.1,11813,1,1.126072068,0.218315716,3,1,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1972,42,1994,1996,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,
